Features,Model,RMSE,R²,MAE
"Density,VF,LCD",GradientBoost,1.5503254767839778,0.9802632513565782,1.085760143975307
"Density,VF,LCD",XGBoost,2.535943794209626,0.9471908606279994,1.9382461937867197
"Density,VF,PLD",LinearRegression,4.341350932520771,0.8452325492651664,3.3886577929852026
"Density,VF,PLD",SGDRegressor,4.34321366499361,0.8450997094147552,3.379970181962652
"Density,VF,PLD",RandomForest,1.2469745782364552,0.9872313482641617,0.895594520157887
"Density,VF,PLD",GradientBoost,1.7021378952545316,0.976208636982494,1.2187038086493331
"Density,VF,PLD",XGBoost,2.6011675847352285,0.9444394534956801,1.9686132171146682
"Density,PV,LCD",LinearRegression,5.439998853051345,0.7569881460987146,4.256346282833397
"Density,PV,LCD",SGDRegressor,5.4409437859382175,0.7569037159941069,4.268997582586685
"Density,PV,LCD",RandomForest,1.0514377633615906,0.9909218577331025,0.7621389767361257
"Density,PV,LCD",GradientBoost,1.5538497466282373,0.9801734164285192,1.1651187428491654
"Density,PV,LCD",XGBoost,1.5872217711396837,0.9793126402868936,1.1875616488663168
"Density,PV,PLD",LinearRegression,5.431172576065637,0.7577760690278038,4.238348209667461
"Density,PV,PLD",SGDRegressor,5.434125386477992,0.7575126136630337,4.280970227628772
"Density,PV,PLD",RandomForest,1.3589162032930193,0.9848359503935135,0.9945071166745395
"Density,PV,PLD",GradientBoost,1.66959948646121,0.9771095438433641,1.2595633346575243
"Density,PV,PLD",XGBoost,1.5426773809297352,0.9804575024562057,1.1616281556513763
"Density,LCD,PLD",LinearRegression,5.392692100040177,0.7611962779228083,4.1941072224411755
"Density,LCD,PLD",SGDRegressor,5.39453993531874,0.7610325950957929,4.170602818989284
"Density,LCD,PLD",RandomForest,2.0956402007817134,0.9639368810580338,1.5391008212821566
"Density,LCD,PLD",GradientBoost,2.644934923352222,0.942553995968152,1.9908220300394246
"Density,LCD,PLD",XGBoost,2.946494938096447,0.9287079273444458,2.2446772057791122
"GSA,VSA,VF",LinearRegression,3.6872782456673177,0.8883543864785457,2.8523935140658385
"GSA,VSA,VF",SGDRegressor,3.6880964685401807,0.8883048316990363,2.851941230470603
"GSA,VSA,VF",RandomForest,0.9194574497123095,0.9930578640521448,0.5588614937317294
"GSA,VSA,VF",GradientBoost,1.7109727835956816,0.9759610195141372,1.199404225446262
"GSA,VSA,VF",XGBoost,2.2769783390255878,0.9574256877846573,1.6685752989439109
"GSA,VSA,PV",LinearRegression,4.393819630813689,0.8414689660618603,3.4529375954635118
"GSA,VSA,PV",SGDRegressor,4.395292391050143,0.841362672516691,3.4479077220221304
"GSA,VSA,PV",RandomForest,1.1348390203165204,0.9894245620193766,0.7419238011222444
"GSA,VSA,PV",GradientBoost,2.076626740694575,0.9645883040553799,1.56532578268513
"GSA,VSA,PV",XGBoost,2.4838964023874626,0.9493363121482146,1.8822489138088907
