MOF,Predicted Value,Model,Features
str_m1_o27_o29_f0_pcu.sym.23.out,38.9133503769999,LinearRegression,PV
str_m2_o6_o27_f0_nbo.sym.33.out,41.06004340957976,LinearRegression,PV
str_m2_o2_o3_f0_nbo.sym.6.out,38.30000951054852,LinearRegression,PV
str_m2_o6_o27_f0_nbo.sym.123.out,41.26449036506355,LinearRegression,PV
str_m3_o3_o20_f0_nbo.sym.9.out,39.526691243451296,LinearRegression,PV
str_m3_o20_o29_f0_nbo.sym.60.out,39.78224993780604,LinearRegression,PV
str_m3_o2_o3_f0_nbo.sym.31.out,39.117797332483704,LinearRegression,PV
str_m3_o7_o17_f0_nbo.sym.48.out,38.9133503769999,LinearRegression,PV
str_m2_o2_o28_f0_nbo.sym.23.out,39.27113254909655,LinearRegression,PV
mof_8861,40.24225558764458,LinearRegression,PV
mof_13336,41.16226688732166,LinearRegression,PV
str_m3_o6_o28_f0_nbo.sym.230.out,38.55556820490326,LinearRegression,PV
str_m3_o6_o28_f0_nbo.sym.60.out,38.96446211587086,LinearRegression,PV
str_m3_o25_o27_f0_nbo.sym.15.out,38.09556255506472,LinearRegression,PV
str_m2_o6_o28_f0_nbo.sym.23.out,41.775607753773045,LinearRegression,PV
str_m2_o6_o7_f0_nbo.sym.183.out,38.04445081619377,LinearRegression,PV
str_m3_o28_o29_f0_pcu.sym.239.out,38.453344727161365,LinearRegression,PV
str_m3_o3_o20_f0_nbo.sym.56.out,39.47557950458034,LinearRegression,PV
str_m3_o7_o20_f0_nbo.sym.36.out,38.657791682645154,LinearRegression,PV
str_m2_o17_o29_f0_nbo.sym.12.out,41.21337862619261,LinearRegression,PV
str_m3_o6_o28_f0_nbo.sym.16.out,41.98005470925684,LinearRegression,PV
mof_13384,39.526691243451296,LinearRegression,PV
mof_11336,38.402232988290415,LinearRegression,PV
mof_888,40.702261237483114,LinearRegression,PV
str_m3_o28_o29_f0_pcu.sym.211.out,38.811126899258,LinearRegression,PV
str_m3_o23_o27_f0_nbo.sym.47.out,38.351121249419464,LinearRegression,PV
str_m2_o17_o29_f0_nbo.sym.201.out,40.088920371031726,LinearRegression,PV
str_m3_o3_o6_f0_nbo.sym.42.out,41.57116079828925,LinearRegression,PV
str_m3_o23_o27_f0_nbo.sym.16.out,38.30000951054852,LinearRegression,PV
str_m2_o6_o28_f0_nbo.sym.2.out,42.38894862022443,LinearRegression,PV
str_m3_o23_o29_f0_nbo.sym.21.out,39.78224993780604,LinearRegression,PV
mof_8072,38.19778603280662,LinearRegression,PV
str_m2_o28_o29_f0_pcu.sym.230.out,38.402232988290415,LinearRegression,PV
str_m2_o3_o17_f0_nbo.sym.9.out,40.037808632160775,LinearRegression,PV
str_m2_o17_o29_f0_nbo.sym.13.out,40.037808632160775,LinearRegression,PV
mof_11465,38.09556255506472,LinearRegression,PV
str_m2_o3_o20_f0_nbo.sym.149.out,38.96446211587086,LinearRegression,PV
str_m2_o23_o29_f0_nbo.sym.153.out,39.78224993780604,LinearRegression,PV
str_m2_o23_o29_f0_nbo.sym.7.out,40.395590804257424,LinearRegression,PV
mof_13185,43.9223007863529,LinearRegression,PV
UHUPOD_UM,40.037808632160775,LinearRegression,PV
str_m3_o23_o29_f0_nbo.sym.135.out,39.32224428796749,LinearRegression,PV
mof_12423,39.93558515441888,LinearRegression,PV
str_m2_o3_o20_f0_nbo.sym.46.out,38.96446211587086,LinearRegression,PV
NU-TPE-4TT-csq-s,39.16890907135465,LinearRegression,PV
str_m3_o3_o17_f0_nbo.sym.51.out,38.86223863812896,LinearRegression,PV
str_m3_o3_o7_f0_nbo.sym.19.out,40.702261237483114,LinearRegression,PV
str_m2_o3_o6_f0_nbo.sym.15.out,38.50445646603231,LinearRegression,PV
str_m2_o3_o6_f0_nbo.sym.32.out,39.0155738547418,LinearRegression,PV
str_m2_o7_o27_f0_nbo.sym.107.out,44.43341817506239,LinearRegression,PV
mof_1405,44.38230643619144,LinearRegression,PV
str_m2_o25_o29_f0_nbo.sym.108.out,39.68002646006414,LinearRegression,PV
mof_9523,38.04445081619377,LinearRegression,PV
str_m3_o7_o28_f0_nbo.sym.9.out,41.26449036506355,LinearRegression,PV
str_m3_o27_o27_f0_nbo.sym.30.out,46.78455816312604,LinearRegression,PV
str_m3_o3_o25_f0_nbo.sym.7.out,38.453344727161365,LinearRegression,PV
str_m2_o29_o29_f0_pcu.sym.121.out,39.0155738547418,LinearRegression,PV
str_m2_o29_o29_f0_pcu.sym.77.out,39.32224428796749,LinearRegression,PV
str_m2_o29_o29_f0_pcu.sym.90.out,40.95781993183786,LinearRegression,PV
str_m3_o29_o29_f0_pcu.sym.85.out,40.446702543128374,LinearRegression,PV
str_m2_o3_o7_f0_nbo.sym.173.out,42.23561340361158,LinearRegression,PV
str_m3_o29_o29_f0_pcu.sym.175.out,41.06004340957976,LinearRegression,PV
str_m2_o3_o23_f0_nbo.sym.83.out,38.50445646603231,LinearRegression,PV
mof_1397,40.497814281999325,LinearRegression,PV
str_m2_o29_o29_f0_pcu.sym.149.out,44.07563600296575,LinearRegression,PV
mof_1079,38.811126899258,LinearRegression,PV
mof_1186,39.526691243451296,LinearRegression,PV
str_m2_o29_o29_f0_pcu.sym.23.out,41.111155148450706,LinearRegression,PV
str_m3_o27_o27_f0_nbo.sym.95.out,42.44006035909538,LinearRegression,PV
str_m2_o29_o29_f0_pcu.sym.146.out,43.66674209199816,LinearRegression,PV
str_m3_o29_o29_f0_pcu.sym.185.out,41.16226688732166,LinearRegression,PV
str_m3_o29_o29_f0_pcu.sym.71.out,44.84231208602998,LinearRegression,PV
str_m3_o3_o7_f0_nbo.sym.133.out,39.62891472119319,LinearRegression,PV
mof_11513,39.83336167667699,LinearRegression,PV
str_m2_o29_o29_f0_pcu.sym.4.out,39.373356026838444,LinearRegression,PV
str_m2_o29_o29_f0_pcu.sym.203.out,41.82671949264399,LinearRegression,PV
str_m3_o29_o29_f0_pcu.sym.64.out,39.066685593612746,LinearRegression,PV
str_m2_o3_o7_f0_nbo.sym.12.out,40.088920371031726,LinearRegression,PV
str_m3_o7_o27_f0_nbo.sym.138.out,38.9133503769999,LinearRegression,PV
str_m2_o29_o29_f0_pcu.sym.161.out,41.877831231514946,LinearRegression,PV
str_m2_o29_o29_f0_pcu.sym.5.out,38.14667429393567,LinearRegression,PV
str_m2_o3_o7_f0_nbo.sym.226.out,42.133389925869686,LinearRegression,PV
str_m3_o29_o29_f0_pcu.sym.214.out,42.23561340361158,LinearRegression,PV
str_m2_o29_o29_f0_pcu.sym.154.out,40.088920371031726,LinearRegression,PV
str_m3_o29_o29_f0_pcu.sym.59.out,41.3156021039345,LinearRegression,PV
str_m2_o6_o28_f0_nbo.sym.16.out,38.760015160387056,LinearRegression,PV
str_m2_o29_o29_f0_pcu.sym.88.out,40.446702543128374,LinearRegression,PV
str_m2_o7_o27_f0_nbo.sym.231.out,38.453344727161365,LinearRegression,PV
str_m3_o29_o29_f0_pcu.sym.52.out,42.23561340361158,LinearRegression,PV
str_m3_o7_o29_f0_nbo.sym.140.out,46.98900511860984,LinearRegression,PV
str_m2_o29_o29_f0_pcu.sym.170.out,44.84231208602998,LinearRegression,PV
mof_1281,42.03116644812779,LinearRegression,PV
NU-TPE-4TPT-csq-s,40.753372976354065,LinearRegression,PV
str_m3_o3_o6_f0_nbo.sym.68.out,39.78224993780604,LinearRegression,PV
mof_12959,38.86223863812896,LinearRegression,PV
str_m2_o3_o23_f0_nbo.sym.5.out,38.30000951054852,LinearRegression,PV
mof_11711,39.117797332483704,LinearRegression,PV
str_m2_o27_o27_f0_nbo.sym.9.out,40.088920371031726,LinearRegression,PV
mof_1453,38.55556820490326,LinearRegression,PV
str_m2_o29_o29_f0_pcu.sym.125.out,40.85559645409596,LinearRegression,PV
mof_1087,41.008931670708805,LinearRegression,PV
str_m2_o27_o28_f0_nbo.sym.227.out,49.544592062157285,LinearRegression,PV
str_m3_o3_o3_f0_nbo.sym.13.out,42.082278186998735,LinearRegression,PV
mof_1189,42.082278186998735,LinearRegression,PV
str_m3_o27_o27_f0_nbo.sym.56.out,39.98669689328983,LinearRegression,PV
str_m2_o27_o27_f0_nbo.sym.2.out,38.09556255506472,LinearRegression,PV
str_m2_o29_o29_f0_pcu.sym.142.out,42.18450166474064,LinearRegression,PV
str_m2_o3_o3_f0_nbo.sym.58.out,40.446702543128374,LinearRegression,PV
str_m3_o7_o29_f0_nbo.sym.13.out,41.775607753773045,LinearRegression,PV
str_m3_o27_o28_f0_nbo.sym.3.out,43.820077308611005,LinearRegression,PV
str_m3_o3_o28_f0_nbo.sym.18.out,48.7268042402221,LinearRegression,PV
mof_11852,38.24889777167757,LinearRegression,PV
str_m3_o27_o28_f0_nbo.sym.90.out,41.92894297038589,LinearRegression,PV
str_m3_o29_o29_f0_pcu.sym.99.out,39.526691243451296,LinearRegression,PV
mof_1083,41.008931670708805,LinearRegression,PV
str_m3_o27_o27_f0_nbo.sym.39.out,39.98669689328983,LinearRegression,PV
str_m2_o29_o29_f0_pcu.sym.32.out,39.373356026838444,LinearRegression,PV
str_m3_o3_o28_f0_nbo.sym.12.out,47.244563812964586,LinearRegression,PV
NU-TPE-4PTT-csq-s,40.753372976354065,LinearRegression,PV
str_m2_o29_o29_f0_pcu.sym.163.out,38.70890342151611,LinearRegression,PV
mof_12684,42.28672514248253,LinearRegression,PV
str_m3_o27_o28_f0_nbo.sym.96.out,44.17785948070764,LinearRegression,PV
str_m2_o3_o28_f0_nbo.sym.15.out,39.27113254909655,LinearRegression,PV
str_m2_o29_o29_f0_pcu.sym.12.out,42.38894862022443,LinearRegression,PV
NU-TPE-4TTP-csq-s,40.753372976354065,LinearRegression,PV
str_m3_o29_o29_f0_pcu.sym.2.out,40.395590804257424,LinearRegression,PV
mof_1337,40.037808632160775,LinearRegression,PV
str_m2_o29_o29_f0_pcu.sym.73.out,39.424467765709394,LinearRegression,PV
str_m2_o3_o7_f0_nbo.sym.28.out,39.27113254909655,LinearRegression,PV
str_m3_o27_o28_f0_nbo.sym.10.out,38.453344727161365,LinearRegression,PV
str_m3_o29_o29_f0_pcu.sym.24.out,38.55556820490326,LinearRegression,PV
str_m2_o27_o28_f0_nbo.sym.132.out,45.404541213610415,LinearRegression,PV
str_m3_o27_o27_f0_nbo.sym.6.out,39.68002646006414,LinearRegression,PV
str_m2_o27_o28_f0_nbo.sym.54.out,42.69561905345012,LinearRegression,PV
mof_13093,39.83336167667699,LinearRegression,PV
mof_943,40.85559645409596,LinearRegression,PV
mof_1347,46.01788208006181,LinearRegression,PV
mof_13332,38.19778603280662,LinearRegression,PV
str_m3_o3_o7_f0_nbo.sym.33.out,38.402232988290415,LinearRegression,PV
mof_1346,43.462295136514356,LinearRegression,PV
str_m2_o3_o28_f0_nbo.sym.1.out,39.373356026838444,LinearRegression,PV
str_m3_o27_o29_f0_nbo.sym.52.out,46.4267759910294,LinearRegression,PV
str_m3_o3_o28_f0_nbo.sym.171.out,38.60667994377421,LinearRegression,PV
mof_1187,44.28008295844954,LinearRegression,PV
mof_12429,41.111155148450706,LinearRegression,PV
str_m3_o27_o28_f0_nbo.sym.175.out,41.6222725371602,LinearRegression,PV
str_m3_o29_o29_f0_pcu.sym.104.out,38.9133503769999,LinearRegression,PV
str_m2_o7_o29_f0_nbo.sym.7.out,40.395590804257424,LinearRegression,PV
str_m3_o3_o29_f0_nbo.sym.9.out,47.857904679415974,LinearRegression,PV
mof_942,41.36671384280545,LinearRegression,PV
str_m3_o3_o28_f0_nbo.sym.16.out,39.373356026838444,LinearRegression,PV
mof_12756,39.117797332483704,LinearRegression,PV
mof_13098,42.95117774780488,LinearRegression,PV
str_m3_o3_o29_f0_nbo.sym.85.out,46.68233468538415,LinearRegression,PV
str_m3_o27_o28_f0_nbo.sym.28.out,39.27113254909655,LinearRegression,PV
str_m3_o3_o29_f0_nbo.sym.118.out,44.84231208602998,LinearRegression,PV
str_m3_o29_o29_f0_pcu.sym.18.out,38.760015160387056,LinearRegression,PV
mof_12514,40.088920371031726,LinearRegression,PV
str_m2_o3_o28_f0_nbo.sym.230.out,40.24225558764458,LinearRegression,PV
mof_12962,39.78224993780604,LinearRegression,PV
mof_12515,39.98669689328983,LinearRegression,PV
mof_13241,39.57780298232224,LinearRegression,PV
mof_12522,46.27344077441655,LinearRegression,PV
mof_13101,38.760015160387056,LinearRegression,PV
str_m2_o28_o28_f0_nbo.sym.6.out,46.78455816312604,LinearRegression,PV
mof_12473,44.126747741836695,LinearRegression,PV
mof_13186,39.373356026838444,LinearRegression,PV
mof_13053,41.36671384280545,LinearRegression,PV
RAVXOD_CoRE,41.008931670708805,LinearRegression,PV
mof_6973,40.74362273549823,LinearRegression,LCD
mof_7021,42.29176913932211,LinearRegression,LCD
mof_6882,41.72880681065888,LinearRegression,LCD
mof_11554,38.63251400301111,LinearRegression,LCD
str_m3_o31_o59_f0_tbo.sym.1.out,45.95102427563312,LinearRegression,LCD
mof_3237,41.588066228493076,LinearRegression,LCD
str_m1_o25_o27_f0_pcu.sym.5.out,38.63251400301111,LinearRegression,LCD
mof_3144,41.165844481995656,LinearRegression,LCD
mof_12700,39.47695749600595,LinearRegression,LCD
mof_3192,44.40287787180923,LinearRegression,LCD
mof_2979,39.758438660337575,LinearRegression,LCD
str_m1_o7_o20_f0_pcu.sym.8.out,39.61769807817176,LinearRegression,LCD
str_m1_o6_o27_f0_pcu.sym.5.out,39.47695749600595,LinearRegression,LCD
mof_3229,38.773254585176915,LinearRegression,LCD
mof_3184,38.773254585176915,LinearRegression,LCD
str_m1_o25_o27_f0_pcu.sym.115.out,38.3510328386795,LinearRegression,LCD
str_m1_o3_o20_f0_pcu.sym.25.out,38.21029225651368,LinearRegression,LCD
mof_2883,38.63251400301111,LinearRegression,LCD
mof_2941,39.61769807817176,LinearRegression,LCD
HABQUY_CSD17,44.121396707477615,LinearRegression,LCD
HABQUY_CoRE,44.121396707477615,LinearRegression,LCD
mof_6579,41.025103899829844,LinearRegression,LCD
str_m1_o6_o27_f0_pcu.sym.17.out,39.05473574950854,LinearRegression,LCD
GAGZEV_CoRE,48.34361417245185,LinearRegression,LCD
str_m1_o25_o27_f0_pcu.sym.83.out,38.63251400301111,LinearRegression,LCD
str_m1_o3_o6_f0_pcu.sym.71.out,39.61769807817176,LinearRegression,LCD
mof_5169,41.44732564632727,LinearRegression,LCD
mof_5545,39.19547633167434,LinearRegression,LCD
mof_9034,38.06955167434788,LinearRegression,LCD
mof_5266,42.854731467985346,LinearRegression,LCD
str_m1_o6_o29_f0_pcu.sym.53.out,38.3510328386795,LinearRegression,LCD
str_m3_o20_o23_f0_nbo.sym.97.out,40.32140098900081,LinearRegression,LCD
str_m3_o20_o23_f0_nbo.sym.85.out,40.88436331766404,LinearRegression,LCD
str_m2_o31_o31_f0_tbo.sym.6.out,39.758438660337575,LinearRegression,LCD
str_m3_o20_o23_f0_nbo.sym.106.out,40.88436331766404,LinearRegression,LCD
mof_3280,40.46214157116661,LinearRegression,LCD
str_m1_o6_o7_f0_pcu.sym.11.out,38.913995167342726,LinearRegression,LCD
str_m3_o20_o23_f0_nbo.sym.102.out,40.74362273549823,LinearRegression,LCD
mof_11408,39.19547633167434,LinearRegression,LCD
str_m1_o6_o27_f0_pcu.sym.16.out,39.61769807817176,LinearRegression,LCD
str_m1_o3_o7_f0_pcu.sym.28.out,41.025103899829844,LinearRegression,LCD
str_m3_o20_o23_f0_nbo.sym.232.out,40.32140098900081,LinearRegression,LCD
str_m3_o20_o25_f0_nbo.sym.32.out,41.025103899829844,LinearRegression,LCD
str_m3_o20_o25_f0_nbo.sym.114.out,41.025103899829844,LinearRegression,LCD
mof_12368,42.43250972148792,LinearRegression,LCD
str_m3_o2_o2_f0_nbo.sym.11.out,42.43250972148792,LinearRegression,LCD
str_m3_o20_o23_f0_nbo.sym.163.out,40.03991982466919,LinearRegression,LCD
str_m3_o20_o23_f0_nbo.sym.167.out,38.4917734208453,LinearRegression,LCD
str_m1_o7_o17_f0_pcu.sym.81.out,40.32140098900081,LinearRegression,LCD
mof_12379,44.68435903614085,LinearRegression,LCD
mof_5950,39.61769807817176,LinearRegression,LCD
str_m1_o3_o17_f0_pcu.sym.4.out,39.89917924250338,LinearRegression,LCD
str_m3_o20_o23_f0_nbo.sym.8.out,41.165844481995656,LinearRegression,LCD
str_m3_o27_o27_f0_pcu.sym.64.out,38.3510328386795,LinearRegression,LCD
mof_7018,41.44732564632727,LinearRegression,LCD
str_m3_o20_o23_f0_nbo.sym.162.out,40.32140098900081,LinearRegression,LCD
str_m3_o20_o23_f0_nbo.sym.182.out,40.46214157116661,LinearRegression,LCD
str_m1_o6_o29_f0_pcu.sym.23.out,39.33621691384015,LinearRegression,LCD
str_m2_o20_o23_f0_nbo.sym.11.out,41.44732564632727,LinearRegression,LCD
str_m1_o7_o17_f0_pcu.sym.11.out,40.32140098900081,LinearRegression,LCD
str_m1_o3_o20_f0_pcu.sym.5.out,40.88436331766404,LinearRegression,LCD
str_m3_o20_o23_f0_nbo.sym.11.out,39.89917924250338,LinearRegression,LCD
str_m3_o20_o23_f0_nbo.sym.42.out,40.88436331766404,LinearRegression,LCD
str_m1_o7_o17_f0_pcu.sym.211.out,40.32140098900081,LinearRegression,LCD
str_m2_o20_o23_f0_nbo.sym.16.out,41.86954739282469,LinearRegression,LCD
str_m2_o20_o23_f0_nbo.sym.227.out,40.74362273549823,LinearRegression,LCD
mof_2943,40.03991982466919,LinearRegression,LCD
str_m1_o7_o23_f0_pcu.sym.27.out,39.19547633167434,LinearRegression,LCD
str_m2_o20_o23_f0_nbo.sym.78.out,42.010287974990504,LinearRegression,LCD
str_m3_o20_o25_f0_nbo.sym.17.out,40.32140098900081,LinearRegression,LCD
str_m1_o3_o25_f0_pcu.sym.227.out,39.33621691384015,LinearRegression,LCD
str_m1_o3_o28_f0_pcu.sym.5.out,40.602882153332416,LinearRegression,LCD
str_m2_o20_o23_f0_nbo.sym.150.out,40.602882153332416,LinearRegression,LCD
TURFIX_CSD17,45.81028369346731,LinearRegression,LCD
mof_6582,45.66954311130151,LinearRegression,LCD
str_m1_o7_o27_f0_pcu.sym.7.out,40.602882153332416,LinearRegression,LCD
mof_11076,42.71399088581954,LinearRegression,LCD
mof_11133,43.55843437881438,LinearRegression,LCD
str_m1_o7_o17_f0_pcu.sym.88.out,40.32140098900081,LinearRegression,LCD
NIBJAK_UM,52.988053383923514,LinearRegression,LCD
str_m2_o27_o27_f0_pcu.sym.166.out,38.4917734208453,LinearRegression,LCD
str_m3_o20_o25_f0_nbo.sym.178.out,41.30658506416146,LinearRegression,LCD
str_m1_o6_o28_f0_pcu.sym.68.out,39.89917924250338,LinearRegression,LCD
str_m2_o20_o23_f0_nbo.sym.77.out,41.72880681065888,LinearRegression,LCD
mof_3185,39.47695749600595,LinearRegression,LCD
str_m3_o20_o25_f0_nbo.sym.113.out,39.47695749600595,LinearRegression,LCD
str_m3_o20_o23_f0_nbo.sym.6.out,39.89917924250338,LinearRegression,LCD
str_m3_o27_o27_f0_pcu.sym.89.out,38.3510328386795,LinearRegression,LCD
HEXVEM_UM,47.92139242595442,LinearRegression,LCD
str_m2_o2_o2_f0_nbo.sym.18.out,42.99547205015115,LinearRegression,LCD
str_m2_o20_o23_f0_nbo.sym.4.out,42.010287974990504,LinearRegression,LCD
str_m2_o20_o23_f0_nbo.sym.23.out,41.588066228493076,LinearRegression,LCD
str_m3_o17_o20_f0_nbo.sym.1.out,41.165844481995656,LinearRegression,LCD
str_m3_o20_o23_f0_nbo.sym.55.out,39.758438660337575,LinearRegression,LCD
mof_6054,41.72880681065888,LinearRegression,LCD
NIBJAK_CoRE,52.988053383923514,LinearRegression,LCD
str_m2_o2_o2_f0_nbo.sym.20.out,42.99547205015115,LinearRegression,LCD
str_m2_o20_o23_f0_nbo.sym.143.out,41.025103899829844,LinearRegression,LCD
str_m1_o3_o7_f0_pcu.sym.46.out,42.29176913932211,LinearRegression,LCD
str_m2_o20_o23_f0_nbo.sym.58.out,41.72880681065888,LinearRegression,LCD
str_m3_o2_o25_f0_nbo.sym.10.out,42.57325030365374,LinearRegression,LCD
str_m3_o27_o27_f0_pcu.sym.82.out,38.3510328386795,LinearRegression,LCD
str_m2_o20_o25_f0_nbo.sym.56.out,41.30658506416146,LinearRegression,LCD
HEXVEM_CoRE,47.92139242595442,LinearRegression,LCD
mof_3145,43.69917496098019,LinearRegression,LCD
mof_9333,39.758438660337575,LinearRegression,LCD
str_m3_o20_o27_f0_nbo.sym.59.out,41.30658506416146,LinearRegression,LCD
str_m1_o3_o20_f0_pcu.sym.83.out,42.57325030365374,LinearRegression,LCD
str_m1_o6_o6_f0_pcu.sym.15.out,39.61769807817176,LinearRegression,LCD
str_m2_o20_o23_f0_nbo.sym.100.out,40.32140098900081,LinearRegression,LCD
HEXVEM_CSD17,47.92139242595442,LinearRegression,LCD
mof_2949,40.88436331766404,LinearRegression,LCD
mof_6676,42.854731467985346,LinearRegression,LCD
mof_11409,41.72880681065888,LinearRegression,LCD
str_m1_o3_o17_f0_pcu.sym.185.out,39.89917924250338,LinearRegression,LCD
str_m1_o3_o6_f0_pcu.sym.76.out,40.46214157116661,LinearRegression,LCD
mof_8942,39.19547633167434,LinearRegression,LCD
str_m2_o20_o25_f0_nbo.sym.117.out,42.010287974990504,LinearRegression,LCD
mof_8907,39.89917924250338,LinearRegression,LCD
str_m3_o2_o20_f0_nbo.sym.20.out,41.588066228493076,LinearRegression,LCD
str_m1_o6_o29_f0_pcu.sym.68.out,39.05473574950854,LinearRegression,LCD
str_m3_o17_o20_f0_nbo.sym.184.out,41.165844481995656,LinearRegression,LCD
mof_11842,48.76583591894928,LinearRegression,LCD
str_m3_o20_o23_f0_nbo.sym.175.out,38.21029225651368,LinearRegression,LCD
str_m2_o20_o25_f0_nbo.sym.202.out,40.32140098900081,LinearRegression,LCD
str_m3_o2_o25_f0_nbo.sym.204.out,42.15102855715631,LinearRegression,LCD
mof_12400,39.19547633167434,LinearRegression,LCD
mof_5309,40.32140098900081,LinearRegression,LCD
mof_2460,44.121396707477615,LinearRegression,LCD
str_m2_o2_o2_f0_nbo.sym.3.out,42.99547205015115,LinearRegression,LCD
str_m2_o20_o27_f0_nbo.sym.60.out,40.88436331766404,LinearRegression,LCD
NU-P-4PTT-ftw,59.74360132788229,LinearRegression,LCD
NIBHOW_UM,46.65472718646216,LinearRegression,LCD
str_m1_o3_o27_f0_pcu.sym.55.out,39.47695749600595,LinearRegression,LCD
str_m2_o2_o20_f0_nbo.sym.77.out,41.588066228493076,LinearRegression,LCD
str_m2_o2_o25_f0_nbo.sym.171.out,42.71399088581954,LinearRegression,LCD
str_m3_o2_o25_f0_nbo.sym.188.out,42.43250972148792,LinearRegression,LCD
str_m3_o2_o6_f0_nbo.sym.38.out,42.43250972148792,LinearRegression,LCD
str_m1_o6_o29_f0_pcu.sym.15.out,38.3510328386795,LinearRegression,LCD
str_m2_o20_o23_f0_nbo.sym.107.out,39.33621691384015,LinearRegression,LCD
str_m1_o6_o7_f0_pcu.sym.9.out,39.47695749600595,LinearRegression,LCD
mof_11931,45.24732136480408,LinearRegression,LCD
str_m1_o3_o27_f0_pcu.sym.50.out,42.15102855715631,LinearRegression,LCD
str_m3_o2_o17_f0_nbo.sym.7.out,42.29176913932211,LinearRegression,LCD
str_m3_o2_o25_f0_nbo.sym.50.out,41.86954739282469,LinearRegression,LCD
str_m3_o6_o17_f0_nbo.sym.85.out,42.57325030365374,LinearRegression,LCD
NIBHOW_CoRE,46.65472718646216,LinearRegression,LCD
str_m2_o2_o20_f0_nbo.sym.41.out,41.72880681065888,LinearRegression,LCD
str_m3_o2_o23_f0_nbo.sym.58.out,42.29176913932211,LinearRegression,LCD
mof_11565,48.34361417245185,LinearRegression,LCD
mof_5764,48.48435475461766,LinearRegression,LCD
str_m2_o2_o20_f0_nbo.sym.73.out,40.74362273549823,LinearRegression,LCD
str_m3_o6_o6_f0_nbo.sym.6.out,45.106580782638275,LinearRegression,LCD
str_m3_o17_o20_f0_nbo.sym.45.out,41.165844481995656,LinearRegression,LCD
str_m1_o3_o7_f0_pcu.sym.16.out,40.602882153332416,LinearRegression,LCD
str_m3_o31_o59_f0_tbo.sym.49.out,45.95102427563312,LinearRegression,LCD
str_m1_o3_o25_f0_pcu.sym.54.out,40.88436331766404,LinearRegression,LCD
str_m2_o2_o25_f0_nbo.sym.28.out,43.13621263231696,LinearRegression,LCD
str_m3_o2_o17_f0_nbo.sym.5.out,41.72880681065888,LinearRegression,LCD
str_m3_o2_o7_f0_nbo.sym.69.out,42.43250972148792,LinearRegression,LCD
str_m1_o3_o25_f0_pcu.sym.42.out,40.180660406834996,LinearRegression,LCD
str_m3_o17_o20_f0_nbo.sym.166.out,38.21029225651368,LinearRegression,LCD
str_m3_o20_o27_f0_nbo.sym.15.out,40.602882153332416,LinearRegression,LCD
str_m1_o3_o25_f0_pcu.sym.74.out,38.63251400301111,LinearRegression,LCD
str_m3_o2_o25_f0_nbo.sym.8.out,41.72880681065888,LinearRegression,LCD
str_m2_o17_o20_f0_nbo.sym.66.out,41.44732564632727,LinearRegression,LCD
str_m3_o17_o20_f0_nbo.sym.17.out,41.165844481995656,LinearRegression,LCD
mof_11460,45.38806194696989,LinearRegression,LCD
str_m3_o2_o23_f0_nbo.sym.163.out,42.29176913932211,LinearRegression,LCD
mof_6008,49.1880576654467,LinearRegression,LCD
str_m3_o2_o25_f0_nbo.sym.145.out,41.588066228493076,LinearRegression,LCD
str_m3_o20_o27_f0_nbo.sym.12.out,41.30658506416146,LinearRegression,LCD
str_m3_o2_o25_f0_nbo.sym.21.out,41.86954739282469,LinearRegression,LCD
str_m1_o3_o27_f0_pcu.sym.82.out,42.57325030365374,LinearRegression,LCD
str_m3_o2_o25_f0_nbo.sym.203.out,42.29176913932211,LinearRegression,LCD
str_m2_o2_o6_f0_nbo.sym.52.out,40.46214157116661,LinearRegression,LCD
str_m3_o2_o27_f0_nbo.sym.21.out,42.43250972148792,LinearRegression,LCD
mof_2469,50.59546348710478,LinearRegression,LCD
str_m1_o3_o7_f0_pcu.sym.6.out,38.63251400301111,LinearRegression,LCD
str_m3_o2_o25_f0_nbo.sym.274.out,42.010287974990504,LinearRegression,LCD
str_m2_o17_o20_f0_nbo.sym.17.out,41.86954739282469,LinearRegression,LCD
mof_2580,44.26213728964343,LinearRegression,LCD
str_m1_o7_o20_f0_pcu.sym.72.out,39.05473574950854,LinearRegression,LCD
str_m2_o2_o6_f0_nbo.sym.4.out,43.13621263231696,LinearRegression,LCD
str_m3_o17_o20_f0_nbo.sym.38.out,41.165844481995656,LinearRegression,LCD
str_m3_o6_o7_f0_nbo.sym.118.out,45.38806194696989,LinearRegression,LCD
str_m2_o20_o27_f0_nbo.sym.41.out,39.89917924250338,LinearRegression,LCD
str_m2_o6_o17_f0_nbo.sym.37.out,42.99547205015115,LinearRegression,LCD
str_m3_o2_o17_f0_nbo.sym.62.out,41.588066228493076,LinearRegression,LCD
str_m1_o3_o28_f0_pcu.sym.24.out,42.57325030365374,LinearRegression,LCD
str_m3_o17_o20_f0_nbo.sym.74.out,41.165844481995656,LinearRegression,LCD
str_m3_o2_o17_f0_nbo.sym.59.out,40.602882153332416,LinearRegression,LCD
str_m3_o2_o2_f0_nbo.sym.5.out,42.43250972148792,LinearRegression,LCD
ADATIK_CoRE,42.57325030365374,LinearRegression,LCD
ADATAC_CSD17,44.96584020047246,LinearRegression,LCD
str_m2_o17_o20_f0_nbo.sym.20.out,40.602882153332416,LinearRegression,LCD
mof_5860,49.04731708328089,LinearRegression,LCD
ADATAC_CoRE,44.96584020047246,LinearRegression,LCD
