MOF,Predicted Value,Model,Features
mof_7484,38.02769230418063,LinearRegression,Density
mof_701,38.02769230418063,LinearRegression,Density
mof_653,38.02769230418063,LinearRegression,Density
mof_700,38.02769230418063,LinearRegression,Density
mof_10598,38.02769230418063,LinearRegression,Density
mof_652,38.02769230418063,LinearRegression,Density
mof_10560,38.02769230418063,LinearRegression,Density
mof_10597,38.02769230418063,LinearRegression,Density
mof_10515,38.02769230418063,LinearRegression,Density
mof_10512,38.02769230418063,LinearRegression,Density
mof_10472,38.02769230418063,LinearRegression,Density
mof_10644,38.02769230418063,LinearRegression,Density
mof_10801,38.02769230418063,LinearRegression,Density
mof_10600,38.02769230418063,LinearRegression,Density
mof_9722,38.02769230418063,LinearRegression,Density
mof_365,38.02769230418063,LinearRegression,Density
mof_10604,38.02769230418063,LinearRegression,Density
mof_10646,38.02769230418063,LinearRegression,Density
mof_749,38.24889934773827,LinearRegression,Density
mof_10653,38.02769230418063,LinearRegression,Density
mof_10602,38.02769230418063,LinearRegression,Density
mof_10842,38.02769230418063,LinearRegression,Density
mof_10893,38.02769230418063,LinearRegression,Density
mof_10846,38.02769230418063,LinearRegression,Density
mof_10805,38.02769230418063,LinearRegression,Density
mof_10652,38.02769230418063,LinearRegression,Density
mof_10475,38.02769230418063,LinearRegression,Density
mof_10607,38.02769230418063,LinearRegression,Density
mof_748,38.24889934773827,LinearRegression,Density
mof_10517,38.02769230418063,LinearRegression,Density
mof_10894,38.02769230418063,LinearRegression,Density
mof_10715,38.02769230418063,LinearRegression,Density
mof_10807,38.02769230418063,LinearRegression,Density
mof_10521,38.02769230418063,LinearRegression,Density
mof_10611,38.24889934773827,LinearRegression,Density
mof_10895,38.02769230418063,LinearRegression,Density
mof_10654,38.02769230418063,LinearRegression,Density
mof_10568,38.24889934773827,LinearRegression,Density
mof_10612,38.24889934773827,LinearRegression,Density
mof_10850,38.02769230418063,LinearRegression,Density
mof_368,38.02769230418063,LinearRegression,Density
mof_10656,38.24889934773827,LinearRegression,Density
mof_10851,38.24889934773827,LinearRegression,Density
mof_10855,38.24889934773827,LinearRegression,Density
mof_10900,38.24889934773827,LinearRegression,Density
mof_10615,38.24889934773827,LinearRegression,Density
mof_10407,38.02769230418063,LinearRegression,Density
mof_10718,38.24889934773827,LinearRegression,Density
mof_10762,38.24889934773827,LinearRegression,Density
mof_10763,38.24889934773827,LinearRegression,Density
mof_10616,38.24889934773827,LinearRegression,Density
mof_10661,38.24889934773827,LinearRegression,Density
mof_10410,38.24889934773827,LinearRegression,Density
mof_10414,38.24889934773827,LinearRegression,Density
mof_10764,38.24889934773827,LinearRegression,Density
mof_10572,38.24889934773827,LinearRegression,Density
mof_10477,38.24889934773827,LinearRegression,Density
mof_10857,38.24889934773827,LinearRegression,Density
mof_10664,38.24889934773827,LinearRegression,Density
mof_10904,38.24889934773827,LinearRegression,Density
mof_10418,38.24889934773827,LinearRegression,Density
mof_10416,38.24889934773827,LinearRegression,Density
mof_10417,38.24889934773827,LinearRegression,Density
mof_10860,38.24889934773827,LinearRegression,Density
mof_10574,38.47010639129592,LinearRegression,Density
mof_10906,38.47010639129592,LinearRegression,Density
mof_10907,38.47010639129592,LinearRegression,Density
mof_10910,38.47010639129592,LinearRegression,Density
DAKXOE_CSD17,47.208553273095006,LinearRegression,GSA
ENAPAL_CSD17,38.54147449248714,LinearRegression,GSA
BIVVEI_CSD17,42.4607384190639,LinearRegression,GSA
mof_6928,42.28630664486299,LinearRegression,GSA
ENIDOV_CSD17,55.65214134300793,LinearRegression,GSA
GOBKEN_CSD17,41.77936430109159,LinearRegression,GSA
mof_4932,46.608944049279366,LinearRegression,GSA
mof_4486,46.87059171058073,LinearRegression,GSA
mof_6879,39.24465258223458,LinearRegression,GSA
mof_4442,47.54651483560927,LinearRegression,GSA
TEWMIS_CSD17,50.6590318065068,LinearRegression,GSA
mof_6926,39.35367244111015,LinearRegression,GSA
mof_7647,38.595984421924925,LinearRegression,GSA
str_m3_o20_o29_f0_pcu.sym.75.out,38.42700364066779,LinearRegression,GSA
str_m2_o20_o29_f0_pcu.sym.84.out,38.54692548543092,LinearRegression,GSA
mof_1803,40.373008121596726,LinearRegression,GSA
str_m2_o20_o29_f0_pcu.sym.105.out,38.410650661836456,LinearRegression,GSA
mof_2033,46.936003625906075,LinearRegression,GSA
mof_2980,41.77391330814781,LinearRegression,GSA
mof_4690,45.18623489095317,LinearRegression,GSA
GOVMEJ_CSD17,41.52861862567778,LinearRegression,GSA
str_m3_o20_o29_f0_pcu.sym.133.out,38.345238746511114,LinearRegression,GSA
WOKLOZ_CSD17,55.89743602547797,LinearRegression,GSA
FASZUW_CSD17,43.63270190197629,LinearRegression,GSA
mof_7693,40.31304719921516,LinearRegression,GSA
str_m2_o20_o29_f0_pcu.sym.150.out,38.63959236547515,LinearRegression,GSA
mof_6144,42.765994023915496,LinearRegression,GSA
mof_1766,41.3705398303082,LinearRegression,GSA
NUSTIF_CSD17,53.008409765275346,LinearRegression,GSA
str_m2_o20_o28_f0_pcu.sym.152.out,38.15445399347887,LinearRegression,GSA
PORZAZ_CSD17,48.009849235830444,LinearRegression,GSA
mof_6115,39.0593188221461,LinearRegression,GSA
mof_7617,43.20752445236157,LinearRegression,GSA
ICETER_CSD17,42.586111256770806,LinearRegression,GSA
EGUGUK_CSD17,45.44788255225454,LinearRegression,GSA
SIBDIS_CSD17,49.318087542337295,LinearRegression,GSA
mof_6420,45.09356801090893,LinearRegression,GSA
mof_4948,47.37753405435213,LinearRegression,GSA
str_m3_o19_o25_f0_nbo.sym.75.out,38.416101654780235,LinearRegression,GSA
mof_1836,40.29124322744005,LinearRegression,GSA
mof_6424,45.83490305126281,LinearRegression,GSA
mof_3661,43.42556417011271,LinearRegression,GSA
str_m2_o19_o25_f0_nbo.sym.32.out,38.383395697117564,LinearRegression,GSA
mof_7614,45.33886269337897,LinearRegression,GSA
UZIDOX_CSD17,56.84590879769543,LinearRegression,GSA
hypotheticalMOF_5048221_i_1_j_25_k_20_m_10,38.85218109028252,LinearRegression,GSA
mof_1702,47.399338026127246,LinearRegression,GSA
WUNPIE_CSD17,46.260080500877535,LinearRegression,GSA
str_m3_o19_o25_f0_nbo.sym.82.out,38.08359108520975,LinearRegression,GSA
str_m2_o20_o25_f0_pcu.sym.31.out,38.15445399347887,LinearRegression,GSA
mof_7618,42.52615033438924,LinearRegression,GSA
BEJZIA_CSD17,39.78975187661243,LinearRegression,GSA
hypotheticalMOF_5073022_i_2_j_25_k_20_m_4,38.57418045014981,LinearRegression,GSA
mof_4708,47.55741682149683,LinearRegression,GSA
mof_7256,38.39429768300512,LinearRegression,GSA
mof_1835,40.667361740560764,LinearRegression,GSA
LADQIQ_CSD17,46.83788575291806,LinearRegression,GSA
mof_1703,50.113932512128954,LinearRegression,GSA
mof_4699,43.125759558204884,LinearRegression,GSA
mof_7222,45.36611765809786,LinearRegression,GSA
str_m2_o20_o29_f0_pcu.sym.11.out,39.228299603403244,LinearRegression,GSA
str_m2_o6_o6_f0_pcu.sym.25.out,40.75457762766123,LinearRegression,GSA
hypotheticalMOF_5048278_i_1_j_25_k_21_m_0,38.841279104394964,LinearRegression,GSA
mof_11122,40.50383195224741,LinearRegression,GSA
mof_5642,38.21441491586043,LinearRegression,GSA
mof_7257,38.7050042808005,LinearRegression,GSA
mof_7870,40.269439255664935,LinearRegression,GSA
mof_4686,41.010774296018816,LinearRegression,GSA
mof_6116,47.24125923075768,LinearRegression,GSA
str_m2_o6_o21_f0_pcu.sym.24.out,39.124730737471445,LinearRegression,GSA
mof_4433,39.34822144816637,LinearRegression,GSA
mof_2330,41.3705398303082,LinearRegression,GSA
str_m2_o19_o25_f0_nbo.sym.173.out,38.83037711850741,LinearRegression,GSA
SOFGIF_CSD17,57.5654398662742,LinearRegression,GSA
mof_7869,41.468657703296216,LinearRegression,GSA
str_m2_o20_o23_f0_pcu.sym.130.out,38.42700364066779,LinearRegression,GSA
LADQOW_CSD17,47.57922079327194,LinearRegression,GSA
str_m2_o6_o29_f0_pcu.sym.36.out,38.95574995621431,LinearRegression,GSA
str_m2_o19_o25_f0_nbo.sym.14.out,38.46516059127424,LinearRegression,GSA
str_m2_o6_o29_f0_pcu.sym.60.out,38.835828111451185,LinearRegression,GSA
str_m2_o21_o25_f0_pcu.sym.12.out,38.416101654780235,LinearRegression,GSA
str_m2_o6_o21_f0_pcu.sym.27.out,38.8576320832263,LinearRegression,GSA
str_m3_o6_o6_f0_pcu.sym.1.out,40.482027980472296,LinearRegression,GSA
mof_5404,38.61233740075626,LinearRegression,GSA
mof_7700,38.57963144309359,LinearRegression,GSA
str_m3_o19_o27_f0_nbo.sym.14.out,39.53900620119862,LinearRegression,GSA
str_m3_o6_o6_f0_pcu.sym.55.out,40.46022400869718,LinearRegression,GSA
str_m2_o6_o29_f0_pcu.sym.196.out,39.04296584331477,LinearRegression,GSA
hypotheticalMOF_3001123_i_2_j_23_k_23_m_4_cat_1,39.0593188221461,LinearRegression,GSA
str_m2_o20_o27_f0_pcu.sym.22.out,38.02908115577196,LinearRegression,GSA
str_m2_o6_o29_f0_pcu.sym.12.out,39.15198570219034,LinearRegression,GSA
str_m3_o6_o11_f0_nbo.sym.177.out,38.39429768300512,LinearRegression,GSA
mof_4393,39.77884989072487,LinearRegression,GSA
mof_4707,40.92900940186214,LinearRegression,GSA
mof_6931,44.14509523869147,LinearRegression,GSA
str_m2_o19_o25_f0_nbo.sym.33.out,40.54743989579764,LinearRegression,GSA
str_m3_o19_o29_f0_nbo.sym.4.out,38.00727718399685,LinearRegression,GSA
HUDHET_CSD17,38.69955328785672,LinearRegression,GSA
XOKYOM_CSD17,41.25606897848885,LinearRegression,GSA
str_m3_o21_o25_f0_pcu.sym.1.out,38.13265002170375,LinearRegression,GSA
mof_11367,43.04399466404821,LinearRegression,GSA
str_m2_o20_o23_f0_pcu.sym.79.out,38.63959236547515,LinearRegression,GSA
NU-TPE-4PTT-ftw,39.71343797539953,LinearRegression,GSA
mof_2751,39.70798698245575,LinearRegression,GSA
str_m3_o21_o29_f0_pcu.sym.165.out,38.3997486759489,LinearRegression,GSA
mof_6372,42.1064238777183,LinearRegression,GSA
str_m2_o19_o25_f0_nbo.sym.172.out,38.57963144309359,LinearRegression,GSA
str_m2_o20_o23_f0_pcu.sym.149.out,38.410650661836456,LinearRegression,GSA
hypotheticalMOF_5048261_i_1_j_25_k_20_m_14,39.20649563162813,LinearRegression,GSA
str_m2_o6_o29_f0_pcu.sym.231.out,39.162887688077895,LinearRegression,GSA
str_m3_o6_o29_f0_pcu.sym.254.out,39.08112279392122,LinearRegression,GSA
hypotheticalMOF_5048158_i_1_j_25_k_20_m_5,38.595984421924925,LinearRegression,GSA
str_m1_o20_o25_f0_pcu.sym.63.out,38.383395697117564,LinearRegression,GSA
str_m2_o6_o21_f0_pcu.sym.59.out,38.25257186646688,LinearRegression,GSA
hypotheticalMOF_5073106_i_2_j_25_k_20_m_10,38.22531690174799,LinearRegression,GSA
str_m3_o6_o29_f0_pcu.sym.9.out,38.7050042808005,LinearRegression,GSA
hypotheticalMOF_5073026_i_2_j_25_k_20_m_5,38.97210293504565,LinearRegression,GSA
str_m2_o6_o27_f0_pcu.sym.130.out,38.2471208735231,LinearRegression,GSA
str_m2_o6_o29_f0_pcu.sym.172.out,39.800653862499985,LinearRegression,GSA
hypotheticalMOF_5073055_i_2_j_25_k_20_m_7,38.0454341346033,LinearRegression,GSA
mof_4738,42.57520927088325,LinearRegression,GSA
str_m3_o6_o19_f0_nbo.sym.91.out,39.45179031409816,LinearRegression,GSA
HIGMOA_CSD17,51.70017145876851,LinearRegression,GSA
KIQCIW_CSD17,45.584157375849,LinearRegression,GSA
hypotheticalMOF_5034204_i_1_j_19_k_5_m_0,38.54147449248714,LinearRegression,GSA
hypotheticalMOF_5034260_i_1_j_19_k_5_m_5,38.31798378179222,LinearRegression,GSA
mof_4978,42.39532650373856,LinearRegression,GSA
str_m2_o19_o27_f0_nbo.sym.36.out,39.98598762258845,LinearRegression,GSA
str_m3_o6_o21_f0_pcu.sym.45.out,39.402731377604155,LinearRegression,GSA
mof_4930,44.27591906934215,LinearRegression,GSA
mof_8944,42.89681785456619,LinearRegression,GSA
str_m2_o19_o25_f0_nbo.sym.67.out,38.29617981001711,LinearRegression,GSA
str_m2_o20_o25_f0_pcu.sym.48.out,39.07022080803366,LinearRegression,GSA
str_m2_o6_o27_f0_pcu.sym.8.out,38.51421952776825,LinearRegression,GSA
XUKYEI_CoRE,39.73524194717464,LinearRegression,GSA
hypotheticalMOF_5073006_i_2_j_25_k_20_m_4,38.65049435136271,LinearRegression,GSA
mof_4312,52.959350828781346,LinearRegression,GSA
mof_6266,41.872031181135824,LinearRegression,GSA
mof_6468,48.12977108059357,LinearRegression,GSA
mof_656,39.5935161306364,LinearRegression,GSA
mof_7656,43.540035021932056,LinearRegression,GSA
str_m2_o19_o25_f0_nbo.sym.177.out,39.904222728431776,LinearRegression,GSA
str_m3_o6_o21_f0_pcu.sym.159.out,38.56872945720603,LinearRegression,GSA
mof_6133,40.13861542501425,LinearRegression,GSA
mof_5498,40.661910747616986,LinearRegression,GSA
mof_6212,42.90226884750996,LinearRegression,GSA
str_m1_o25_o25_f0_pcu.sym.151.out,39.23375059634702,LinearRegression,GSA
hypotheticalMOF_5048227_i_1_j_25_k_20_m_10,39.34277045522259,LinearRegression,GSA
mof_6117,47.45929894850882,LinearRegression,GSA
hypotheticalMOF_5073035_i_2_j_25_k_20_m_5,38.31798378179222,LinearRegression,GSA
mof_10784,38.018179169884405,LinearRegression,GSA
str_m2_o6_o7_f0_pcu.sym.1.out,39.184691659853016,LinearRegression,GSA
str_m3_o6_o29_f0_pcu.sym.147.out,39.795202869556206,LinearRegression,GSA
str_m3_o6_o29_f0_pcu.sym.94.out,39.37547641288526,LinearRegression,GSA
hypotheticalMOF_5048264_i_1_j_25_k_20_m_14,38.841279104394964,LinearRegression,GSA
mof_4947,41.07073521840038,LinearRegression,GSA
str_m2_o25_o29_f0_pcu.sym.196.out,38.672298323137824,LinearRegression,GSA
str_m2_o6_o29_f0_pcu.sym.111.out,38.43245463361157,LinearRegression,GSA
hypotheticalMOF_5048207_i_1_j_25_k_20_m_9,38.79222016790096,LinearRegression,GSA
str_m3_o3_o5_f0_nbo.sym.77.out,38.99935789976454,LinearRegression,GSA
hypotheticalMOF_3001338_i_2_j_24_k_24_m_0_cat_1,38.75406321729451,LinearRegression,GSA
mof_5028,43.49097608543805,LinearRegression,GSA
mof_6881,38.06178711343463,LinearRegression,GSA
str_m3_o6_o27_f0_pcu.sym.168.out,38.345238746511114,LinearRegression,GSA
hypotheticalMOF_5048174_i_1_j_25_k_20_m_7,38.563278464262254,LinearRegression,GSA
mof_5260,40.89085245125569,LinearRegression,GSA
str_m2_o19_o25_f0_nbo.sym.70.out,38.65049435136271,LinearRegression,GSA
mof_4952,49.21996966934928,LinearRegression,GSA
mof_7660,46.71251291521115,LinearRegression,GSA
str_m3_o34_o35_f0_pts.sym.118.out,38.198061937029095,LinearRegression,GSA
mof_4582,50.28291329338609,LinearRegression,GSA
str_m2_o21_o25_f0_pcu.sym.6.out,38.44335661949913,LinearRegression,GSA
hypotheticalMOF_5048236_i_1_j_25_k_20_m_11,38.42155264772401,LinearRegression,GSA
mof_2165,40.24218429094604,LinearRegression,GSA
mof_6848,42.46618941200768,LinearRegression,GSA
str_m2_o6_o7_f0_pcu.sym.113.out,39.130181730415224,LinearRegression,GSA
str_m2_o6_o8_f0_pcu.sym.3.out,38.198061937029095,LinearRegression,GSA
str_m3_o6_o11_f0_nbo.sym.178.out,38.36704271828623,LinearRegression,GSA
mof_4939,43.22932842413668,LinearRegression,GSA
str_m3_o21_o25_f0_pcu.sym.183.out,38.20896392291665,LinearRegression,GSA
mof_7830,40.31849819215894,LinearRegression,GSA
hypotheticalMOF_5048136_i_1_j_25_k_20_m_4,39.11927974452767,LinearRegression,GSA
hypotheticalMOF_5048140_i_1_j_25_k_20_m_4,38.977553927989426,LinearRegression,GSA
hypotheticalMOF_5048286_i_1_j_25_k_21_m_1,39.07567180097744,LinearRegression,GSA
mof_6361,39.52265322236728,LinearRegression,GSA
str_m2_o6_o11_f0_nbo.sym.50.out,39.84971279899399,LinearRegression,GSA
str_m3_o6_o11_f0_nbo.sym.262.out,38.96120094915809,LinearRegression,GSA
hypotheticalMOF_5041153_i_1_j_21_k_21_m_14,38.10539505698486,LinearRegression,GSA
hypotheticalMOF_5044011_i_1_j_23_k_20_m_4,38.91759300560786,LinearRegression,GSA
mof_4258,38.25257186646688,LinearRegression,GSA
str_m2_o6_o11_f0_nbo.sym.60.out,39.25010357517836,LinearRegression,GSA
str_m3_o6_o28_f0_pcu.sym.18.out,38.79222016790096,LinearRegression,GSA
str_m3_o6_o29_f0_pcu.sym.219.out,40.09500748146402,LinearRegression,GSA
mof_6782,41.343284865589304,LinearRegression,GSA
mof_6929,40.302145213327606,LinearRegression,GSA
hypotheticalMOF_5038984_i_1_j_21_k_4_m_14,38.121748035816196,LinearRegression,GSA
mof_12268,42.28085565191921,LinearRegression,GSA
str_m2_o21_o25_f0_pcu.sym.191.out,38.31253278884844,LinearRegression,GSA
hypotheticalMOF_5041015_i_1_j_21_k_21_m_4,38.37249371123001,LinearRegression,GSA
str_m2_o6_o25_f0_pcu.sym.1.out,40.67826372644832,LinearRegression,GSA
str_m3_o20_o20_f0_nbo.sym.1.out,39.228299603403244,LinearRegression,GSA
str_m3_o20_o25_f0_pcu.sym.58.out,38.25802285941066,LinearRegression,GSA
QIYKIU_CSD17,41.28877493615152,LinearRegression,GSA
hypotheticalMOF_5048238_i_1_j_25_k_20_m_11,38.770416196125844,LinearRegression,GSA
str_m2_o3_o5_f0_nbo.sym.40.out,38.74316123140695,LinearRegression,GSA
str_m3_o6_o11_f0_nbo.sym.174.out,38.236218887635545,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.180.out,40.2530862768336,LinearRegression,GSA
hypotheticalMOF_5034208_i_1_j_19_k_5_m_0,38.49786654893691,LinearRegression,GSA
mof_5223,43.142112537036226,LinearRegression,GSA
str_m2_o34_o35_f0_pts.sym.7.out,38.345238746511114,LinearRegression,GSA
str_m2_o6_o19_f0_nbo.sym.1.out,40.07320350968891,LinearRegression,GSA
PEZVEW_CSD17,53.248253454801606,LinearRegression,GSA
str_m3_o34_o35_f0_pts.sym.1.out,38.127199028759975,LinearRegression,GSA
str_m2_o21_o25_f0_pcu.sym.23.out,38.32888576767978,LinearRegression,GSA
str_m2_o3_o5_f0_nbo.sym.14.out,39.52810421531106,LinearRegression,GSA
hypotheticalMOF_3001121_i_2_j_23_k_23_m_4_cat_1,39.02661286448343,LinearRegression,GSA
mof_5354,45.16443091917806,LinearRegression,GSA
str_m2_o6_o8_f0_pcu.sym.127.out,38.22531690174799,LinearRegression,GSA
str_m3_o6_o26_f0_pcu.sym.89.out,38.09994406404108,LinearRegression,GSA
hypotheticalMOF_5048274_i_1_j_25_k_21_m_0,39.184691659853016,LinearRegression,GSA
hypotheticalMOF_5073142_i_2_j_25_k_21_m_0,38.15445399347887,LinearRegression,GSA
mof_7711,43.545486014875834,LinearRegression,GSA
str_m1_o20_o28_f0_pcu.sym.23.out,38.0454341346033,LinearRegression,GSA
str_m2_o20_o21_f0_pcu.sym.16.out,38.230767894691766,LinearRegression,GSA
hypotheticalMOF_5000927_i_0_j_19_k_5_m_12,38.944847970326755,LinearRegression,GSA
mof_6121,50.037618610916056,LinearRegression,GSA
str_m3_o20_o25_f0_pcu.sym.57.out,38.86308307617008,LinearRegression,GSA
KALZUU_CSD17,43.92160452799655,LinearRegression,GSA
mof_7661,46.06929574784529,LinearRegression,GSA
hypotheticalMOF_5036477_i_1_j_20_k_5_m_10,38.912142012664084,LinearRegression,GSA
hypotheticalMOF_5073018_i_2_j_25_k_20_m_4,38.57418045014981,LinearRegression,GSA
mof_1979,41.46320671035244,LinearRegression,GSA
mof_2217,41.77936430109159,LinearRegression,GSA
str_m1_o6_o23_f0_pcu.sym.64.out,38.33433676062356,LinearRegression,GSA
hypotheticalMOF_5039910_i_1_j_21_k_12_m_7,38.03453214871574,LinearRegression,GSA
mof_4267,53.44448920077763,LinearRegression,GSA
mof_4917,38.56872945720603,LinearRegression,GSA
AXILOI_CSD17,44.3903899211615,LinearRegression,GSA
hypotheticalMOF_5041032_i_1_j_21_k_21_m_5,38.03998314165952,LinearRegression,GSA
mof_2127,47.23035724487012,LinearRegression,GSA
mof_2311,43.44736814188782,LinearRegression,GSA
hypotheticalMOF_5073059_i_2_j_25_k_20_m_7,38.24166988057932,LinearRegression,GSA
str_m2_o19_o25_f0_nbo.sym.71.out,38.454258605386684,LinearRegression,GSA
str_m2_o21_o25_f0_pcu.sym.5.out,38.492415555993134,LinearRegression,GSA
str_m2_o21_o29_f0_pcu.sym.92.out,38.53602349954336,LinearRegression,GSA
str_m2_o25_o29_f0_pcu.sym.217.out,38.99390690682076,LinearRegression,GSA
str_m3_o6_o21_f0_pcu.sym.100.out,38.35614073239867,LinearRegression,GSA
hypotheticalMOF_5039882_i_1_j_21_k_12_m_5,38.0454341346033,LinearRegression,GSA
mof_6466,46.794277809367834,LinearRegression,GSA
mof_6512,43.474623106606714,LinearRegression,GSA
str_m1_o6_o29_f0_pcu.sym.50.out,38.77586718906962,LinearRegression,GSA
str_m2_o19_o25_f0_nbo.sym.178.out,41.577677562171786,LinearRegression,GSA
mof_2129,50.59907088412524,LinearRegression,GSA
mof_6783,41.74665834342892,LinearRegression,GSA
mof_7665,44.09603630219746,LinearRegression,GSA
str_m2_o20_o25_f0_pcu.sym.12.out,38.3997486759489,LinearRegression,GSA
str_m2_o3_o5_f0_nbo.sym.4.out,38.454258605386684,LinearRegression,GSA
str_m3_o20_o23_f0_nbo.sym.80.out,39.255554568122136,LinearRegression,GSA
mof_6153,40.231282305058485,LinearRegression,GSA
str_m3_o19_o27_f0_nbo.sym.50.out,40.9889703242437,LinearRegression,GSA
str_m3_o6_o21_f0_pcu.sym.133.out,39.479045278817054,LinearRegression,GSA
mof_5213,38.492415555993134,LinearRegression,GSA
str_m3_o3_o6_f0_pcu.sym.99.out,38.44335661949913,LinearRegression,GSA
str_m3_o6_o26_f0_pcu.sym.36.out,38.31798378179222,LinearRegression,GSA
hypotheticalMOF_5048190_i_1_j_25_k_20_m_8,39.46269229998572,LinearRegression,GSA
mof_767,41.77391330814781,LinearRegression,GSA
str_m3_o25_o29_f0_pcu.sym.178.out,39.46269229998572,LinearRegression,GSA
mof_7226,41.403245787970874,LinearRegression,GSA
str_m2_o6_o25_f0_pcu.sym.36.out,39.95873265786956,LinearRegression,GSA
str_m2_o6_o25_f0_pcu.sym.42.out,38.410650661836456,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.113.out,38.165355979366424,LinearRegression,GSA
hypotheticalMOF_5036515_i_1_j_20_k_5_m_14,40.36210613570917,LinearRegression,GSA
hypotheticalMOF_5073100_i_2_j_25_k_20_m_10,38.448807612442906,LinearRegression,GSA
mof_5423,44.95184219437069,LinearRegression,GSA
mof_6852,48.20608498180647,LinearRegression,GSA
hypotheticalMOF_5048128_i_1_j_25_k_20_m_4,39.16833868102167,LinearRegression,GSA
mof_704,40.11136046029536,LinearRegression,GSA
str_m2_o3_o6_f0_pcu.sym.96.out,38.61233740075626,LinearRegression,GSA
mof_1932,41.85567820230449,LinearRegression,GSA
str_m1_o23_o25_f0_pcu.sym.114.out,38.30163080296089,LinearRegression,GSA
str_m2_o19_o27_f0_nbo.sym.8.out,41.70850139282247,LinearRegression,GSA
str_m2_o21_o29_f0_pcu.sym.227.out,38.230767894691766,LinearRegression,GSA
str_m2_o25_o29_f0_pcu.sym.6.out,39.14653470924656,LinearRegression,GSA
MEVBUK_CSD17,50.58816889823768,LinearRegression,GSA
hypotheticalMOF_3000266_i_1_j_24_k_24_m_0_cat_1,39.57716315180507,LinearRegression,GSA
mof_4353,47.18129830837611,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.209.out,39.549908187086174,LinearRegression,GSA
mof_6123,49.44891137298798,LinearRegression,GSA
mof_7171,38.023630162828184,LinearRegression,GSA
str_m2_o21_o29_f0_pcu.sym.137.out,38.47061158421802,LinearRegression,GSA
hypotheticalMOF_5073110_i_2_j_25_k_20_m_11,38.236218887635545,LinearRegression,GSA
str_m3_o3_o6_f0_pcu.sym.178.out,38.563278464262254,LinearRegression,GSA
str_m1_o25_o29_f0_pcu.sym.184.out,38.18170895819776,LinearRegression,GSA
hypotheticalMOF_3001263_i_2_j_24_k_23_m_4_cat_1,38.85218109028252,LinearRegression,GSA
hypotheticalMOF_5036471_i_1_j_20_k_5_m_10,38.11084604992864,LinearRegression,GSA
mof_134,43.99246743626567,LinearRegression,GSA
str_m1_o6_o29_f0_pcu.sym.61.out,38.14355200759131,LinearRegression,GSA
str_m2_o6_o21_f0_pcu.sym.34.out,39.473594285873276,LinearRegression,GSA
str_m3_o19_o29_f0_nbo.sym.5.out,38.07814009226597,LinearRegression,GSA
mof_3039,44.4667038223744,LinearRegression,GSA
mof_6509,41.686697421047356,LinearRegression,GSA
str_m3_o20_o23_f0_nbo.sym.220.out,38.672298323137824,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.76.out,38.39429768300512,LinearRegression,GSA
mof_2609,42.264502673087875,LinearRegression,GSA
str_m3_o20_o23_f0_nbo.sym.17.out,39.82790882721888,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.75.out,39.3918293917166,LinearRegression,GSA
str_m3_o6_o19_f0_nbo.sym.66.out,40.11136046029536,LinearRegression,GSA
hypotheticalMOF_5039863_i_1_j_21_k_12_m_4,38.06723810637841,LinearRegression,GSA
str_m2_o21_o29_f0_pcu.sym.142.out,38.61778839370004,LinearRegression,GSA
str_m3_o21_o25_f0_pcu.sym.101.out,38.018179169884405,LinearRegression,GSA
hypotheticalMOF_28782_i_2_j_5_k_5_m_9,39.876967763712884,LinearRegression,GSA
mof_1797,48.70212533969031,LinearRegression,GSA
mof_7138,46.472669225684896,LinearRegression,GSA
str_m2_o20_o25_f0_pcu.sym.17.out,39.50084925059217,LinearRegression,GSA
str_m2_o6_o19_f0_nbo.sym.86.out,39.19559364574057,LinearRegression,GSA
str_m2_o6_o29_f0_pcu.sym.202.out,38.634141372531374,LinearRegression,GSA
NU-TPE-4TPT-ftw,39.77884989072487,LinearRegression,GSA
hypotheticalMOF_5048132_i_1_j_25_k_20_m_4,39.015710878595875,LinearRegression,GSA
mof_12856,42.558856292051914,LinearRegression,GSA
str_m2_o6_o11_f0_nbo.sym.34.out,38.563278464262254,LinearRegression,GSA
str_m3_o20_o23_f0_nbo.sym.118.out,38.60688640781248,LinearRegression,GSA
mof_6428,44.56482169536241,LinearRegression,GSA
str_m2_o6_o11_f0_nbo.sym.159.out,38.72135725963184,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.103.out,38.99935789976454,LinearRegression,GSA
str_m3_o25_o29_f0_pcu.sym.181.out,39.800653862499985,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.217.out,40.42751805103451,LinearRegression,GSA
str_m2_o6_o6_f0_pcu.sym.69.out,39.78975187661243,LinearRegression,GSA
str_m3_o20_o23_f0_nbo.sym.3.out,38.92304399855164,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.175.out,38.81947513261985,LinearRegression,GSA
mof_4747,40.46567500164096,LinearRegression,GSA
str_m3_o20_o25_f0_pcu.sym.33.out,39.35367244111015,LinearRegression,GSA
hypotheticalMOF_5036495_i_1_j_20_k_5_m_12,42.65152317209615,LinearRegression,GSA
str_m2_o20_o29_f0_pcu.sym.137.out,38.81947513261985,LinearRegression,GSA
