Features,Model,MSE,R²
"VF,PV",SK_LR,0.9292103081608604,0.92819808371244
"VF,LCD",SK_RF,0.31174626658061216,0.9759107500859693
"VF,LCD",XG_RF,0.3694835152319899,0.9714492788152237
"VF,LCD",SK_GB,0.2895547030468616,0.9776255360425459
"VF,LCD",SK_LR,2.8507715376977982,0.7797152512116762
"VF,PLD",SK_RF,0.3203621453063496,0.9752449841150411
"VF,PLD",XG_RF,0.37742568745762334,0.9708355714765535
"VF,PLD",SK_GB,0.299312667697408,0.9768715188358682
"VF,PLD",SK_LR,3.0414754182174493,0.7649791856035724
"PV,LCD",SK_RF,0.0943504411236408,0.992709355012793
"PV,LCD",XG_RF,0.22451182892038013,0.9826515274269672
"PV,LCD",SK_GB,0.08521085190437748,0.9934155891282143
"PV,LCD",SK_LR,1.3010945110062726,0.8994618566529036
"PV,PLD",SK_RF,0.11627655507476727,0.9910150808698961
"PV,PLD",XG_RF,0.22150824595267174,0.9828836202168513
"PV,PLD",SK_GB,0.10345014017761624,0.9920062032892518
"PV,PLD",SK_LR,1.346371997401176,0.8959631758275988
"LCD,PLD",SK_RF,2.031542106986342,0.843018727817175
"LCD,PLD",XG_RF,2.5058483497384474,0.8063681473859707
"LCD,PLD",SK_GB,2.0328190824792585,0.842920053398006
"LCD,PLD",SK_LR,2.823334340046781,0.7818353776799273
"Density,GSA,VSA",SK_RF,0.21754912717473399,0.9831895491465772
"Density,GSA,VSA",XG_RF,0.314765823439362,0.9756774229619659
"Density,GSA,VSA",SK_GB,0.1980561265651594,0.9846958118146402
"Density,GSA,VSA",SK_LR,1.225024302592058,0.9053399519436729
"Density,GSA,VF",SK_RF,0.064482952206399,0.9950172748885422
"Density,GSA,VF",XG_RF,0.14215189857654445,0.989015641957403
"Density,GSA,VF",SK_GB,0.056398937449769454,0.9956419426798109
"Density,GSA,VF",SK_LR,3.879051911409148,0.700257995233214
"Density,GSA,PV",SK_RF,0.05500526925510243,0.9957496341745857
"Density,GSA,PV",XG_RF,0.23068967743322785,0.9821741528672351
